1,-1,4170.609375,2683.16845703125,175,562,0.9998515844345093,-1,-1,-1
1,-1,3877.166259765625,1719.3251953125,122,246,0.9997915625572205,-1,-1,-1
1,-1,6853.00390625,2066.11474609375,152,359,0.9997885823249817,-1,-1,-1
1,-1,5356.47412109375,2041.28759765625,91,309,0.9997283816337585,-1,-1,-1
1,-1,4626.26123046875,2113.734375,110,344,0.9997112154960632,-1,-1,-1
1,-1,3426.2470703125,1929.8280029296875,98,295,0.9996979236602783,-1,-1,-1
1,-1,5566.7578125,2012.804443359375,121,319,0.9996805191040039,-1,-1,-1
1,-1,2560.345947265625,1935.277099609375,148,273,0.9996054768562317,-1,-1,-1
1,-1,4086.8544921875,1802.9158935546875,111,278,0.9995978474617004,-1,-1,-1
1,-1,177.98074340820312,2104.33056640625,137,274,0.9995530247688293,-1,-1,-1
1,-1,3005.26708984375,2348.56494140625,127,363,0.9995402097702026,-1,-1,-1
1,-1,2094.765380859375,2103.707763671875,129,328,0.9994907379150391,-1,-1,-1
1,-1,5235.9716796875,1615.1629638671875,63,197,0.9994823932647705,-1,-1,-1
1,-1,4325.21044921875,1764.2484130859375,107,254,0.9994409680366516,-1,-1,-1
1,-1,3024.050537109375,1599.294921875,64,211,0.9994188547134399,-1,-1,-1
1,-1,603.6165161132812,2202.827880859375,121,317,0.999402642250061,-1,-1,-1
1,-1,2680.31787109375,1994.0595703125,87,222,0.99932861328125,-1,-1,-1
1,-1,6503.38232421875,1697.21484375,118,227,0.9993258714675903,-1,-1,-1
1,-1,2130.515869140625,1621.6646728515625,71,202,0.9992817044258118,-1,-1,-1
1,-1,6318.30419921875,1845.9307861328125,81,245,0.9992302656173706,-1,-1,-1
1,-1,5148.51416015625,1631.8876953125,64,201,0.9990884065628052,-1,-1,-1
1,-1,5521.8623046875,1934.1864013671875,87,317,0.9990359544754028,-1,-1,-1
1,-1,6339.73779296875,1618.1151123046875,77,225,0.9989175796508789,-1,-1,-1
1,-1,7083.0849609375,2081.479736328125,137,372,0.9988470077514648,-1,-1,-1
1,-1,4561.337890625,1532.5111083984375,68,193,0.9987998008728027,-1,-1,-1
1,-1,2401.154541015625,1964.383056640625,112,282,0.9987878203392029,-1,-1,-1
1,-1,1390.892333984375,1809.843017578125,107,218,0.998559296131134,-1,-1,-1
1,-1,2148.106201171875,1991.0958251953125,127,290,0.9984006285667419,-1,-1,-1
